time,ax,ay,az,atotal
0.015060901641838598,-2.25,-8.9,-2.83,9.6
0.05126500129699707,-3.39,-10.63,-2.87,11.52
0.05234193801879172,-4.33,-12.19,-0.85,12.96
0.06673502922058105,-5.38,-14.91,1.26,15.9
0.06772994995117898,-7.02,-18.01,4.2,19.78
0.08115410804748535,-8.13,-19.67,6.64,22.29
0.08249688148498535,-8.66,-19.0,8.71,22.62
0.09840512275695801,-10.14,-17.37,9.71,22.33
0.09967994689941406,-12.0,-16.14,8.93,22.0
0.11434578895568848,-12.36,-13.85,6.4,19.63
0.11599278450012207,-9.92,-10.71,2.04,14.74
0.15112590789795632,-7.5,-8.06,-1.8,11.15
0.15221285820007324,-7.8,-4.18,-4.89,10.11
0.1665649414062571,-9.88,0.75,-6.77,12.0
0.16754603385925293,-11.57,5.29,-6.21,14.15
0.18060898780822754,-9.9,5.8,-4.88,12.46
0.18195796012878418,-3.04,9.86,-8.59,13.42
0.1983489990234375,1.45,12.54,-8.61,15.28
0.19961690902710671,-0.23,8.59,-8.91,12.37
0.21294379234314675,-7.49,4.04,-10.26,13.33
0.21423888206482644,-14.22,2.23,-9.42,17.2
0.252013921737678,-17.72,2.06,-5.89,18.78
0.2530548572540283,-16.32,2.86,-2.29,16.72
0.2663719654083252,-12.74,4.61,-0.62,13.56
0.26735711097717285,-9.56,5.87,-1.98,11.39
0.2807159423828196,-7.68,6.34,-3.76,10.64
0.28203797340393066,-6.13,5.25,-3.54,8.81
0.2979447841644287,-4.74,2.57,-2.39,5.89
0.2992379665374756,-5.81,1.48,-1.05,6.08
0.3149421215057302,-7.63,0.83,0.31,7.68
0.31699490547180176,-8.39,-0.06,0.25,8.39
0.3511230945587158,-8.51,-1.0,-0.84,8.6
0.3522338867187571,-7.74,-2.22,-2.41,8.4
0.3657958507537842,-6.39,-3.76,-4.11,8.47
0.366760015487678,-4.58,-5.15,-5.6,8.88
0.3797328472137451,-2.6,-6.15,-6.56,9.36
0.38108181953430176,-0.68,-6.86,-7.21,9.97
0.39789700508117676,1.22,-7.57,-7.98,11.06
0.3992030620574951,3.13,-8.67,-8.65,12.64
0.4125940799713135,4.96,-9.65,-9.65,14.52
0.4138967990875244,6.7,-9.57,-10.71,15.84
0.45063281059265137,8.74,-8.58,-11.1,16.52
0.4516618251800537,11.06,-7.18,-11.78,17.68
0.4660298824310374,13.19,-6.09,-11.46,18.5
0.4669668674468994,15.76,-6.26,-7.71,18.62
0.4802699089050364,18.92,-7.23,-2.87,20.45
0.48160290718078613,20.9,-6.87,1.79,22.07
0.497722864151001,19.39,-4.57,3.73,20.26
0.4990718364715505,16.74,-1.15,1.96,16.89
0.5138728618621826,15.58,1.32,-0.79,15.65
0.5157489776611399,15.48,1.48,-2.08,15.68
0.5506479740142822,15.83,-0.55,-1.01,15.87
0.5517528057098318,15.08,-2.04,2.19,15.37
0.5660088062286377,12.33,-1.81,4.77,13.34
0.5669159889221191,9.13,-1.03,5.9,10.91
0.5784838199615479,7.0,-1.69,6.68,9.82
0.5798718929290771,5.89,-3.12,9.42,11.53
0.5977489948272776,5.66,-4.14,11.06,13.09
0.5990359783172607,2.96,-2.72,5.04,6.44
0.6122019290924072,-8.81,-4.0,-0.2,9.67
0.6134979724884033,-22.44,-14.5,0.0,26.71
0.6512401103973318,-15.61,-25.17,10.13,31.3
0.6522390842437744,6.68,-15.9,19.88,26.31
