time,ax,ay,az,atotal
0.00914597511291504,-0.23,0.36,1.29,1.35
0.011039018630981444,-0.14,0.19,0.72,0.75
0.01666402816772461,-0.15,-0.17,0.05,0.23
0.017445087432861328,0.09,-0.41,-0.34,0.54
0.03333592414855957,0.17,-0.24,-1.22,1.25
0.03446507453918457,0.24,-0.1,-1.76,1.77
0.0715339183807373,0.2,-0.44,-0.98,1.09
0.07252311706542969,0.04,-0.14,-0.32,0.35
0.08283305168151855,-0.17,0.25,0.12,0.32
0.08357691764831543,-0.1,0.48,0.36,0.6
0.09996604919433594,0.0,0.46,0.38,0.59
0.10106205940246582,0.09,0.19,0.03,0.21
0.11641907691955565,0.15,0.0,-0.25,0.29
0.11752605438232422,0.18,-0.14,-0.33,0.4
0.13303399085998535,0.24,-0.17,-0.29,0.41
0.13410305976867676,0.33,-0.07,-0.25,0.41
0.1792290210723877,0.3,-0.04,-0.33,0.44
0.18015599250793454,0.24,-0.15,-0.31,0.41
0.18248820304870605,0.15,-0.24,-0.17,0.33
0.19976305961608887,0.08,-0.13,-0.12,0.19
0.20110392570495605,0.02,-0.08,-0.04,0.09
0.21584200859069824,-0.09,-0.07,0.17,0.2
0.21707415580749512,-0.01,-0.06,0.19,0.19
0.2327749729156494,0.12,-0.02,0.3,0.32
0.2344071865081787,0.14,-0.04,0.19,0.23
0.253371000289917,0.07,-0.11,0.02,0.13
0.2942631244659424,0.04,-0.17,-0.16,0.23
0.29523491859436035,0.06,-0.18,-0.24,0.3
0.3002049922943115,0.1,-0.12,-0.12,0.19
0.3011629581451416,0.13,-0.06,-0.01,0.14
0.3159739971160889,0.19,-0.04,0.07,0.2
0.3169670104980469,0.07,-0.02,0.1,0.12
0.3318979740142822,-0.06,-0.03,0.09,0.11
0.3330771923065185,-0.04,-0.06,-0.02,0.07
0.3491840362548828,-0.01,-0.11,-0.04,0.11
0.35063815116882324,0.07,-0.09,-0.12,0.16
0.3876399993896485,0.22,-0.01,-0.29,0.36
0.3886260986328125,0.15,-0.06,-0.35,0.38
0.4006621837615967,0.07,-0.04,-0.43,0.43
0.4016571044921875,0.11,0.01,-0.48,0.49
0.4157211780548096,0.13,0.03,-0.19,0.23
0.4166901111602783,-0.09,0.21,0.2,0.3
0.4322659969329834,-0.29,0.3,0.33,0.53
0.433650016784668,-0.24,0.2,0.2,0.37
0.4487030506134033,0.15,0.09,-0.44,0.47
0.45012903213500977,0.5,-0.05,-0.71,0.86
0.4900550842285156,0.54,-0.17,-0.56,0.79
0.4910380840301514,0.42,0.02,-0.36,0.55
0.5005571842193604,0.36,0.2,-0.01,0.41
0.5015871524810791,0.24,0.2,-0.07,0.32
0.5161969661712646,0.34,0.09,-0.14,0.37
0.5176188945770264,0.61,0.43,-0.01,0.74
0.5322310924530029,0.37,0.66,-0.2,0.78
0.5335299968719482,0.1,0.38,0.05,0.39
0.5500218868255615,0.16,0.28,0.46,0.56
0.5513961315155029,0.07,0.05,0.02,0.08
0.5940060615539551,0.66,-0.36,-0.41,0.85
0.5949020385742188,1.73,-0.69,0.39,1.9
0.600538969039917,1.73,-0.53,1.19,2.16
0.6012060642242432,1.06,0.16,0.26,1.1
0.6166589260101318,0.17,0.5,-0.95,1.08
0.617692232131958,-1.12,0.95,-1.62,2.18
0.6326370239257812,-2.24,0.99,-1.59,2.91
0.6339399814605713,-3.26,0.07,-2.3,3.99
0.6486020088195801,-1.33,-1.33,-1.89,2.66
0.6499841213226318,1.45,-1.73,-1.45,2.68
0.6913559436798096,1.21,-2.08,0.91,2.57
0.6924631595611572,0.84,-1.16,1.59,2.13
0.700376033782959,0.89,0.18,1.77,1.98
0.7011470794677734,0.8,0.25,1.74,1.93
0.7169520854949951,0.62,-0.49,1.01,1.28
0.7183890342712402,0.34,-0.34,0.58,0.75
0.7321231365203857,-0.22,0.12,0.99,1.02
0.7334969043731691,-0.49,0.64,1.53,1.72
0.7490952014923096,0.3,0.27,1.22,1.28
0.7505252361297607,0.74,-1.04,1.2,1.75
0.7966110706329346,0.28,-1.33,0.26,1.38
0.7975919246673584,-0.23,-1.57,-3.65,3.97
0.820540189743042,-2.21,-2.03,-4.66,5.54
0.8221461772918701,-3.16,0.17,-0.32,3.18
0.8336169719696045,-1.97,0.91,0.19,2.17
0.8350789546966553,-1.48,-0.18,-0.03,1.49
0.8496072292327881,-0.5,-0.75,1.22,1.51
0.8517570495605469,0.25,-0.56,1.46,1.58
0.8670670986175537,0.94,-0.41,0.89,1.35
0.8691270351409912,0.04,-1.55,0.48,1.62
0.921367883682251,-1.31,-1.29,-0.91,2.05
0.9222462177276612,-2.03,1.25,-1.52,2.82
0.9370100498199464,-1.97,1.91,-1.47,3.11
0.9380719661712646,-0.83,0.86,-0.52,1.3
0.9493370056152344,1.32,-0.43,0.2,1.4
0.9506890773773192,3.24,-1.54,1.21,3.78
0.965501070022583,3.73,-1.68,2.99,5.06
0.9668982028961182,2.88,0.2,3.55,4.57
0.9825241565704346,0.91,1.11,2.6,2.96
0.9839301109313964,-0.81,0.74,1.09,1.54
1.0224921703338623,-1.5,0.49,-0.78,1.76
1.0236442089080808,-1.47,-0.14,-1.6,2.17
1.033777952194214,-0.82,-0.2,-1.51,1.72
1.0345230102539062,-0.06,-0.23,-0.79,0.82
1.050127029418945,0.25,-0.64,-0.14,0.7
1.0515940189361572,0.32,-0.57,0.58,0.87
1.0655910968780518,0.42,0.03,1.49,1.54
1.0670201778411863,0.3,0.31,1.31,1.37
1.0833079814910889,0.13,0.02,0.61,0.62
1.0846941471099854,-0.05,-0.26,0.25,0.36
1.1268310546875,0.17,-0.2,0.05,0.26
1.1276750564575195,0.76,0.1,-0.01,0.76
1.1332662105560305,0.62,0.17,0.04,0.64
1.1340010166168213,0.51,0.51,0.25,0.76
1.1496250629425049,-0.23,-0.24,-0.14,0.36
1.15106201171875,-0.75,-1.71,-0.94,2.09
1.1658940315246582,-0.13,-3.16,-0.05,3.16
1.1672790050506592,-0.44,-0.17,0.07,0.47
1.1836931705474854,0.0,0.34,0.33,0.47
1.1854710578918457,0.19,-0.04,0.26,0.32
1.2244231700897217,-0.51,0.18,-0.71,0.89
1.2253870964050293,-1.46,-0.02,-1.5,2.09
1.2337119579315186,-1.4,-0.52,-1.51,2.12
1.2344660758972168,-0.89,-0.52,-0.38,1.09
1.2491600513458252,0.1,-1.12,-0.37,1.18
1.2505509853363037,1.6,-2.33,-1.29,3.1
1.265965223312378,2.5,-2.72,1.1,3.85
1.2674281597137451,3.71,-0.62,0.99,3.88
1.282377004623413,2.97,1.19,2.05,3.79
1.2837679386138916,1.2,2.24,4.21,4.91
1.328301191329956,0.28,-0.01,2.52,2.53
1.3292810916900637,-0.14,-2.05,-0.05,2.05
1.332465887069702,0.25,-0.9,-0.74,1.19
1.35021710395813,-0.57,0.75,1.4,1.68
1.3516581058502195,-1.06,0.83,1.04,1.7
1.3659861087799072,-1.08,0.82,0.16,1.36
1.36706805229187,-0.94,0.52,-0.12,1.08
1.382335901260376,-0.45,-0.45,-0.71,0.95
1.3844060897827148,-0.32,-2.92,-1.88,3.48
1.3998250961303709,0.7,-1.08,-0.91,1.57
1.438317060470581,0.14,0.67,0.61,0.91
1.4392778873443604,-0.25,2.09,0.28,2.12
1.450834035873413,0.35,0.64,-0.72,1.02
1.4515421390533447,0.42,0.4,-0.51,0.77
1.466080904006958,0.18,-0.58,0.07,0.61
1.466797113418579,-0.08,0.08,-0.86,0.86
1.4821689128875732,-0.32,0.79,-0.57,1.02
1.483536958694458,-0.39,0.47,-0.09,0.61
1.498802900314331,-0.28,0.74,0.28,0.83
1.5001819133758545,-0.17,0.35,0.7,0.8
1.545356035232544,-0.55,0.53,0.98,1.24
1.5463449954986572,-0.38,1.13,0.75,1.4
1.5490200519561768,-0.69,1.08,0.51,1.37
1.5670621395111084,-0.72,0.46,-0.17,0.87
1.5684921741485596,-0.1,-0.4,-0.78,0.88
1.5821640491485596,0.43,-0.81,-0.3,0.96
1.5832140445709229,0.99,0.12,0.18,1.01
1.5991790294647217,1.27,0.4,0.33,1.37
1.6003201007843018,1.07,0.19,0.34,1.13
1.6170918941497805,0.85,1.02,-0.11,1.33
1.6531322002410889,1.06,0.19,-0.5,1.18
1.6540701389312744,0.78,-0.54,-1.15,1.49
1.6672141551971436,0.56,-0.76,-1.15,1.48
1.6677911281585691,0.58,-0.31,-0.48,0.81
1.6823360919952393,0.86,0.84,0.32,1.24
1.6830332279205322,0.84,0.76,0.55,1.25
1.6986250877380369,0.24,0.54,0.84,1.02
1.6996920108795166,0.53,0.9,1.12,1.53
1.7156479358673096,2.12,0.82,0.54,2.33
1.716753005981445,3.08,0.25,0.97,3.23
1.7603199481964111,3.23,0.89,0.95,3.48
1.7612900733947754,3.55,1.18,0.33,3.75
1.7669131755828855,2.5,0.39,-0.35,2.55
1.7676010131835938,-1.08,0.03,-1.11,1.54
1.7829501628875732,-3.45,0.66,-1.79,3.94
1.7841100692749023,-4.02,1.05,-1.84,4.54
1.7986180782318115,-4.79,1.21,-1.88,5.28
1.799712896347046,-5.12,0.1,-1.69,5.39
1.8158729076385496,-2.0,1.03,-0.2,2.25
1.816988229751587,0.12,1.04,1.44,1.78
1.859321117401123,0.4,1.77,1.91,2.63
1.86023211479187,0.92,1.48,1.43,2.25
1.8664100170135496,0.66,-1.22,0.59,1.5
1.867148160934448,0.72,-2.97,-1.31,3.32
1.8836240768432615,0.12,-2.27,-1.02,2.49
1.8847510814666748,-0.56,-1.05,-0.2,1.2
1.8986752033233645,-0.92,0.54,0.79,1.32
1.8998081684112549,-0.55,1.54,1.3,2.08
1.9155440330505369,0.15,1.12,1.37,1.77
1.9166550636291504,0.72,2.25,0.14,2.36
1.9608900547027588,0.95,2.65,-0.5,2.85
1.961764097213745,1.25,1.6,-1.84,2.74
1.9664151668548584,0.65,-0.39,-2.27,2.39
1.967168092727661,-0.48,0.34,-2.81,2.87
1.9828300476074217,-1.61,1.25,-0.2,2.04
1.9839789867401123,-0.84,1.42,1.16,2.01
1.9985880851745603,1.32,2.07,0.31,2.47
1.9997100830078125,2.35,0.77,-0.1,2.47
2.0157320499420166,1.71,-2.24,-0.04,2.81
2.0168201923370357,-0.25,-0.95,-0.96,1.37
2.059478998184204,-1.39,0.84,-0.45,1.68
2.0603780746459956,-0.42,0.84,0.55,1.08
2.0664432048797607,0.98,0.1,1.59,1.87
2.06717300415039,-0.01,-0.46,1.14,1.22
2.082803964614868,-1.27,-0.94,0.65,1.7
2.0839321613311768,-1.56,-2.39,0.54,2.9
2.0987231731414795,-1.82,-3.58,1.02,4.14
2.0998389720916752,-1.72,-4.64,0.37,4.96
2.1156079769134517,-1.75,-5.86,-0.36,6.12
2.1167221069335938,-1.38,-6.59,-0.53,6.75
2.161797046661377,-0.52,-4.19,-0.85,4.3
2.1626710891723637,-0.22,-1.55,-0.15,1.57
2.1671879291534424,0.39,-0.39,-0.15,0.57
2.1835582256317143,1.69,-0.96,-0.01,1.94
2.184670209884644,2.83,0.35,0.89,2.98
2.198476076126098,2.22,0.71,0.46,2.37
2.1995809078216557,0.23,-0.46,-0.07,0.51
2.2169320583343506,-0.74,-0.89,0.14,1.16
2.2185661792755127,-1.39,-1.72,0.87,2.37
2.23599910736084,-1.6,-1.25,0.46,2.08
2.275034189224243,-0.61,0.44,-3.01,3.1
2.2759850025177,1.16,2.34,-3.91,4.7
2.283651113510132,2.64,1.47,1.07,3.2
2.2843339443206787,2.28,-0.44,0.67,2.41
2.299306154251098,1.56,-0.21,-1.65,2.28
2.300025224685669,0.02,-0.67,-0.22,0.7
2.315744161605835,-0.77,-0.81,1.19,1.63
2.31689715385437,-0.52,0.35,0.22,0.66
2.3319079875946045,0.18,2.8,0.26,2.81
2.3330771923065186,0.71,6.25,0.03,6.29
2.373163938522339,-0.93,4.71,-0.6,4.83
2.3740830421447754,-1.88,1.55,0.86,2.58
2.383409023284912,-1.43,0.94,0.45,1.76
2.384119033813477,-0.65,0.36,0.21,0.77
2.399256944656372,0.36,0.86,1.71,1.94
2.4004061222076416,2.21,4.3,1.19,4.97
