time,ax,ay,az,atotal
0.005217075347900391,0.0,-0.08,0.18,0.19
0.008239984512329102,0.05,-0.04,0.27,0.27
0.016883134841918945,0.08,0.0,0.2,0.21
0.018046140670776367,0.08,-0.03,-0.02,0.08
0.033293962478637695,0.09,-0.1,-0.11,0.17
0.03502202033996582,0.16,-0.36,-0.04,0.39
0.04932999610900879,0.12,-0.58,-0.06,0.59
0.050618886947631836,-0.07,-0.08,-0.13,0.16
0.07380008697509766,-0.11,0.28,-0.06,0.3
0.0751490592956543,-0.15,0.35,-0.06,0.38
0.08332610130310059,-0.15,0.24,-0.08,0.29
0.08495688438415527,-0.12,0.12,-0.06,0.18
0.10031604766845703,-0.08,0.04,-0.05,0.1
0.10164904594421388,0.02,-0.04,-0.03,0.05
0.1173880100250244,0.07,-0.12,-0.01,0.13
0.11913609504699707,0.07,-0.17,0.03,0.18
0.13306808471679688,0.05,-0.13,0.05,0.14
0.13557004928588867,0.05,-0.1,0.0,0.11
0.15691399574279785,0.16,-0.38,0.0,0.41
0.15822720527648926,0.07,-0.18,-0.16,0.25
0.16841506958007812,0.06,0.08,-0.15,0.18
0.16972899436950686,0.03,0.19,-0.14,0.23
0.1865520477294922,-0.06,0.24,-0.06,0.25
0.18843507766723636,-0.14,0.24,0.07,0.28
0.1985609531402588,-0.14,0.14,0.11,0.22
0.20042800903320312,-0.1,-0.02,0.14,0.17
0.21683311462402344,-0.05,-0.1,0.15,0.18
0.21898722648620605,-0.01,-0.04,0.14,0.14
0.2330639362335205,-0.88,-0.03,0.09,0.88
0.2353541851043701,-0.75,-0.39,0.16,0.86
0.24898123741149905,-0.49,-0.56,-0.02,0.74
0.2511789798736572,-0.25,-0.62,-0.19,0.69
0.26711297035217285,-0.2,-0.72,-0.34,0.82
0.2698051929473877,-0.19,-0.7,-0.59,0.93
0.28470396995544434,-0.15,-0.54,-0.63,0.84
0.28750014305114746,-0.26,-0.5,-0.53,0.77
0.30856800079345703,-0.34,-0.6,-0.39,0.79
0.3101921081542969,-0.41,-0.61,-0.46,0.86
0.31740498542785645,-0.49,-0.5,-0.77,1.04
0.3195369243621826,-0.59,-0.3,-1.09,1.27
0.33409810066223145,-0.73,-0.07,-1.19,1.39
0.3362751007080078,-0.87,0.11,-1.06,1.37
0.3481230735778809,-1.02,0.13,-0.9,1.36
0.3497412204742432,-1.15,-0.04,-0.7,1.34
0.3657341003417969,-1.15,-0.27,-0.74,1.39
0.367434024810791,-1.0,-0.36,-1.01,1.46
0.39479994773864746,-0.7,-0.27,-1.1,1.33
0.39650321006774897,-0.42,-0.17,-0.74,0.86
0.3977100849151611,-0.33,-0.23,-0.11,0.41
0.4164121150970459,-0.38,-0.36,0.41,0.66
0.4182980060577393,-0.42,-0.54,0.75,1.01
0.4313719272613525,-0.44,-0.64,1.0,1.26
0.4331061840057373,-0.46,-0.64,1.04,1.3
0.4479739665985107,-0.42,-0.57,0.86,1.11
0.4500281810760498,-0.4,-0.44,0.87,1.05
0.465670108795166,-0.4,-0.27,0.97,1.08
0.4808061122894287,-0.37,-0.11,0.94,1.01
0.4824280738830566,-0.4,-0.02,0.8,0.89
