time,ax,ay,az,atotal
0.001452922821044922,0.3,-0.44,-0.5,0.73
0.0032939910888671875,0.4,-0.46,-0.98,1.15
0.017436981201171875,0.51,-0.57,-1.4,1.59
0.018823862075805664,0.62,-0.64,-1.62,1.84
0.03503894805908203,0.65,-0.61,-1.52,1.76
0.03699779510498047,0.42,-0.58,-1.02,1.24
0.05037498474121094,0.15,-0.55,-0.65,0.86
0.05246973037719727,-0.2,-0.56,-0.84,1.02
0.08308172225952147,0.0,-0.34,-0.86,0.92
0.08419990539550781,0.29,-0.15,-1.17,1.21
0.1031649112701416,0.38,-0.07,-1.59,1.63
0.10450601577758788,0.46,-0.04,-1.8,1.85
0.1177220344543457,0.52,0.02,-1.58,1.66
0.11901688575744628,0.47,-0.04,-0.86,0.98
0.13646793365478516,0.51,-0.05,-0.31,0.59
0.13803672790527344,0.59,0.02,-0.07,0.59
0.1510148048400879,0.37,0.13,-0.33,0.51
0.15297603607177734,0.18,0.14,-0.55,0.59
0.1858687400817871,0.11,0.15,-0.85,0.87
0.1871180534362793,0.04,0.19,-1.01,1.02
0.20282483100891116,-0.11,0.22,-0.91,0.94
0.20416593551635745,-0.25,0.16,-0.63,0.69
0.21736383438110352,-0.19,0.14,-0.47,0.52
0.21864700317382807,-0.03,0.16,-0.51,0.53
0.23575592041015625,0.2,0.17,-0.69,0.73
0.2373838424682617,0.25,0.29,-0.8,0.88
0.24954605102539065,0.1,0.33,-0.69,0.77
0.2513628005981445,0.01,0.42,-0.59,0.72
0.2842087745666504,-0.14,0.49,-0.5,0.71
0.2854259014129639,-0.43,0.52,-0.26,0.72
0.3027830123901367,-0.57,0.52,-0.13,0.78
0.3040468692779541,-0.36,0.53,-0.28,0.69
0.3170599937438965,-0.03,0.6,-0.51,0.78
0.3183727264404297,0.09,0.37,-0.81,0.89
0.3358607292175293,0.19,0.4,-0.86,0.96
0.3377070426940918,0.21,0.38,-0.57,0.71
0.34943103790283203,0.16,0.4,-0.17,0.46
0.3512978553771973,-0.05,0.36,0.33,0.49
0.3854217529296875,-0.19,0.32,0.46,0.59
0.3867969512939453,-0.1,0.38,0.11,0.4
0.4025750160217285,0.13,0.44,-0.34,0.57
0.4038410186767578,0.3,0.5,-0.73,0.93
0.4175620079040527,0.33,0.53,-0.98,1.16
0.4188108444213867,0.12,0.53,-0.8,0.96
0.4355819225311279,-0.24,0.35,-0.42,0.59
0.4378318786621094,-0.26,0.22,-0.21,0.4
0.4493579864501953,-0.21,0.18,-0.18,0.32
0.4517588615417481,0.09,0.21,-0.39,0.45
0.4834370613098145,0.22,0.1,-0.39,0.45
0.4844708442687988,0.27,-0.03,-0.21,0.34
0.5028200149536133,0.08,0.05,-0.11,0.14
0.5041060447692871,0.17,-0.02,0.01,0.17
0.5171737670898438,0.41,0.04,-0.13,0.43
0.5185248851776123,0.52,0.13,-0.26,0.59
0.5352208614349365,0.6,-0.01,-0.27,0.65
0.5368309020996094,0.55,0.02,-0.3,0.62
0.5492289066314697,0.48,0.05,-0.27,0.55
0.5510249137878418,0.3,0.02,-0.24,0.38
0.5832920074462891,0.14,0.04,-0.39,0.41
0.5843608379364014,0.24,-0.01,-0.84,0.87
0.6024649143218994,0.36,-0.03,-1.53,1.57
0.6038069725036621,0.48,-0.18,-2.07,2.13
0.6166348457336426,0.68,-0.34,-2.31,2.43
0.6179368495941162,0.73,-0.26,-2.57,2.68
0.6348710060119629,0.64,-0.3,-2.59,2.68
0.6365048885345459,0.46,-0.36,-2.56,2.62
0.6491379737854004,0.36,-0.33,-2.77,2.81
0.6509978771209717,0.34,-0.37,-2.92,2.96
0.6836419105529785,0.35,-0.4,-3.03,3.07
0.6847977638244629,0.31,-0.35,-3.09,3.12
0.7026309967041016,0.33,-0.31,-3.04,3.07
0.7039048671722412,0.3,-0.4,-2.65,2.69
0.7163829803466797,0.13,-0.58,-1.82,1.91
0.7177047729492188,-0.02,-0.64,-1.21,1.36
0.7343628406524658,0.1,-0.82,-1.02,1.31
0.7361948490142822,0.17,-0.55,-1.35,1.46
0.7486357688903809,0.35,0.01,-1.74,1.77
0.7505009174346924,0.78,-0.72,-0.82,1.34
0.7844200134277344,0.57,-0.99,-1.11,1.59
0.7858209609985352,0.49,-1.23,-0.86,1.57
0.8022029399871826,0.52,-1.16,-0.77,1.48
0.8035349845886229,0.29,-0.87,-1.08,1.41
0.8173909187316895,0.19,-0.49,-1.22,1.32
0.8190748691558838,0.31,-0.34,-1.08,1.17
0.8338537216186523,0.34,-0.39,-0.84,0.98
0.8357338905334473,0.26,-0.71,-0.43,0.86
0.848552942276001,0.21,-1.23,-0.15,1.25
0.8503837585449219,0.17,-1.65,-0.22,1.67
0.8825807571411133,0.27,-2.03,-0.18,2.05
0.8837268352508545,0.7,-2.37,-0.26,2.48
