time,ax,ay,az,atotal
0.005631923675537109,0.41,0.74,-1.33,1.57
0.008388996124267578,0.73,0.35,-1.3,1.53
0.017288923263549805,0.78,-0.18,-0.46,0.92
0.027159929275512695,0.71,-0.14,0.21,0.75
0.03746390342712402,0.62,-0.19,0.41,0.76
0.04775190353393555,0.45,-0.33,0.52,0.76
0.057770729064941406,0.24,-0.26,0.53,0.63
0.06922101974487305,0.18,-0.18,0.29,0.38
0.07985687255859375,0.25,-0.15,0.05,0.29
0.11363697052001953,0.35,-0.04,-0.15,0.38
0.11461782455444336,0.37,0.05,-0.39,0.53
0.11538290977478027,0.29,0.12,-0.46,0.55
0.13451099395751953,0.21,0.18,-0.43,0.51
0.1357269287109375,0.13,0.16,-0.34,0.39
0.1499028205871582,0.07,0.08,-0.19,0.21
0.15103387832641602,0.07,0.01,-0.03,0.07
0.16720199584960938,0.05,-0.06,0.15,0.16
0.16837191581726074,0.04,-0.12,0.25,0.28
0.1861119270324707,0.02,-0.17,0.28,0.32
0.20344090461730957,-0.03,-0.24,0.29,0.37
0.2048187255859375,-0.04,-0.3,0.3,0.42
0.21721696853637695,-0.04,-0.34,0.22,0.4
0.21859407424926758,-0.02,-0.34,0.19,0.39
0.23435187339782715,-0.03,-0.3,0.12,0.32
0.23907184600830078,-0.07,-0.28,0.06,0.29
0.2544069290161133,-0.08,-0.27,-0.01,0.28
0.2600860595703125,-0.08,-0.27,-0.08,0.29
0.2702517509460449,-0.03,-0.27,-0.07,0.28
0.28032994270324707,0.04,-0.28,-0.07,0.29
0.31130290031433105,0.09,-0.31,-0.09,0.33
0.3125789165496826,0.11,-0.31,-0.17,0.37
0.31323885917663574,0.11,-0.28,-0.19,0.35
0.31903886795043945,0.09,-0.22,-0.23,0.33
0.3289370536804199,0.04,-0.16,-0.24,0.29
0.3393120765686035,0.07,-0.1,-0.21,0.24
0.34931373596191406,0.11,-0.1,-0.22,0.26
0.35943603515625,0.11,-0.1,-0.16,0.21
0.36954784393310547,0.11,-0.09,-0.02,0.14
0.37967395782470703,0.13,-0.1,0.02,0.16
0.403012752532959,0.17,-0.14,0.04,0.22
0.4047250747680664,0.22,-0.12,0.11,0.27
0.4097628593444824,0.26,-0.09,0.11,0.29
0.41994380950927734,0.28,-0.1,0.11,0.31
0.42983293533325195,0.29,-0.14,0.15,0.35
0.4400289058685303,0.28,-0.18,0.11,0.35
0.451617956161499,0.24,-0.19,0.08,0.31
0.46237897872924805,0.16,-0.15,0.04,0.22
0.47204089164733887,0.11,-0.12,-0.04,0.16
0.4817068576812744,0.11,-0.11,-0.16,0.22
0.5125160217285156,0.15,-0.09,-0.26,0.31
0.5135698318481445,0.17,-0.07,-0.33,0.37
0.5142607688903809,0.15,-0.07,-0.32,0.36
0.520319938659668,0.12,-0.06,-0.24,0.27
0.5304679870605469,0.11,-0.07,-0.21,0.24
0.540747880935669,0.12,-0.1,-0.18,0.23
0.5506539344787598,0.12,-0.09,-0.07,0.16
0.5605878829956055,0.11,-0.09,-0.01,0.14
0.5708017349243164,0.1,-0.11,0.03,0.15
0.5811018943786621,0.1,-0.11,-0.02,0.15
0.6018879413604736,0.1,-0.09,-0.02,0.13
0.603306770324707,0.05,-0.07,-0.01,0.08
0.610994815826416,0.02,-0.06,-0.04,0.07
0.6213009357452393,0.02,-0.08,-0.06,0.1
0.6313819885253906,0.06,-0.12,-0.07,0.15
0.6416220664978027,0.08,-0.13,-0.08,0.17
0.6537027359008789,0.07,-0.12,-0.03,0.14
0.6628799438476562,0.07,-0.13,0.02,0.14
0.6734528541564941,0.06,-0.14,0.03,0.15
0.683372974395752,0.02,-0.15,0.07,0.16
0.7177419662475586,0.01,-0.18,0.07,0.19
0.7185978889465332,0.05,-0.18,0.08,0.2
0.7192728519439697,0.05,-0.18,0.08,0.2
0.7218427658081055,0.0,-0.14,0.04,0.14
0.7325277328491211,-0.06,-0.09,-0.02,0.1
0.7417628765106201,-0.08,-0.05,-0.05,0.1
0.7518739700317383,-0.03,-0.01,-0.09,0.09
0.7619688510894775,0.02,-0.01,-0.16,0.16
0.7720928192138672,0.07,-0.01,-0.16,0.17
0.7823309898376465,0.09,0.01,-0.17,0.19
0.8117859363555908,0.1,0.0,-0.17,0.19
0.8141717910766602,0.08,0.01,-0.12,0.14
0.8150367736816406,0.06,0.0,-0.08,0.1
0.8221478462219238,0.05,-0.02,-0.06,0.08
0.8324370384216309,0.07,-0.04,-0.06,0.1
0.8423280715942383,0.1,-0.09,-0.04,0.14
0.852571964263916,0.06,-0.11,-0.04,0.13
0.86260986328125,0.04,-0.13,-0.02,0.13
0.8729090690612793,0.04,-0.14,-0.03,0.14
0.8844199180603027,0.05,-0.15,-0.04,0.16
0.9161109924316406,0.07,-0.14,-0.07,0.17
0.9171528816223145,0.08,-0.1,-0.08,0.15
0.9179329872131348,0.1,-0.11,-0.1,0.17
0.9334218502044678,0.11,-0.11,-0.13,0.2
0.9345078468322754,0.11,-0.12,-0.11,0.19
0.9492518901824951,0.09,-0.11,-0.13,0.19
0.9531769752502441,0.08,-0.08,-0.11,0.15
0.9672439098358154,0.1,-0.06,-0.13,0.17
0.9734029769897461,0.11,-0.07,-0.13,0.18
0.9852337837219238,0.12,-0.09,-0.12,0.19
1.0187478065490723,0.14,-0.09,-0.12,0.2
1.0195839405059814,0.14,-0.12,-0.11,0.21
1.020202875137329,0.12,-0.12,-0.1,0.19
1.0331850051879883,0.1,-0.13,-0.11,0.19
1.0341389179229736,0.1,-0.15,-0.11,0.21
1.0437169075012207,0.11,-0.13,-0.08,0.18
1.053846836090088,0.11,-0.1,-0.03,0.15
1.0639758110046387,0.11,-0.11,-0.02,0.15
