time,ax,ay,az,atotal
0.006145954132080078,-0.18,0.03,0.26,0.31
0.009881973266601562,-0.21,0.18,0.17,0.32
0.01913309097290039,-0.26,-0.06,0.28,0.38
0.04450201988220215,-0.31,-0.25,0.57,0.69
0.0460050106048584,-0.39,-0.18,0.4,0.58
0.04808497428894043,-0.47,-0.09,-0.13,0.49
0.05826711654663086,-0.52,-0.09,-0.5,0.72
0.06874895095825195,-0.62,-0.09,-0.73,0.96
0.07846784591674805,-0.79,0.0,-1.05,1.31
0.08844399452209473,-0.98,0.22,-1.54,1.83
0.09820985794067383,-1.13,0.44,-1.88,2.23
0.1083831787109375,-1.09,0.47,-1.98,2.3
0.11999797821044922,-1.1,0.74,-1.91,2.32
0.1449739933013916,-1.04,1.08,-1.69,2.25
0.14655113220214844,-1.0,1.36,-1.66,2.36
0.14769315719604492,-0.86,1.21,-1.4,2.04
0.15818309783935547,-0.75,1.06,-1.11,1.7
0.1710820198059082,-0.67,1.36,-0.84,1.73
0.17782306671142578,-0.43,1.57,-0.6,1.73
0.18794918060302734,-0.5,1.55,-0.69,1.76
0.19766616821289062,-0.52,1.51,-0.69,1.73
0.20894908905029297,-0.6,1.47,-0.5,1.66
0.21893596649169922,-0.96,1.37,-0.51,1.74
0.24652385711669922,-1.31,1.3,-0.44,1.89
0.24800586700439453,-1.65,1.38,-0.31,2.17
0.249129056930542,-1.97,1.37,-0.21,2.4
0.2569718360900879,-2.09,1.36,0.12,2.49
0.26750707626342773,-2.1,1.26,0.42,2.48
0.27722787857055664,-1.93,1.15,0.3,2.26
0.28733205795288086,-1.5,1.11,0.05,1.86
0.29710817337036133,-1.01,0.99,-0.17,1.42
0.30823516845703125,-0.71,1.23,-0.63,1.55
0.3181920051574707,-0.56,1.47,-1.14,1.94
0.3440220355987549,-0.45,1.53,-1.14,1.96
0.3454010486602783,-0.51,1.57,-1.1,1.98
0.3466320037841797,-0.55,1.68,-1.3,2.19
0.35677099227905273,-0.6,1.76,-1.7,2.51
0.36705684661865234,-0.67,2.01,-1.83,2.79
0.376554012298584,-0.7,2.19,-1.49,2.73
0.3867499828338623,-0.74,2.11,-1.55,2.72
0.39651012420654297,-0.66,2.15,-1.88,2.93
0.4076519012451172,-0.51,2.19,-1.81,2.88
0.4180140495300293,-0.27,2.15,-1.56,2.67
0.4449748992919922,-0.08,2.2,-1.42,2.61
0.44643497467041016,0.09,2.13,-1.06,2.38
0.4475419521331787,0.23,2.09,-0.54,2.17
0.4563479423522949,0.24,2.3,-0.31,2.33
0.4682731628417969,0.23,2.3,-0.2,2.32
0.4760599136352539,0.19,2.15,-0.12,2.16
0.4859781265258789,0.12,2.05,0.0,2.05
0.49599790573120117,-0.23,2.12,0.16,2.13
0.5071620941162109,-0.79,2.18,0.53,2.37
0.5175271034240723,-1.16,2.51,1.22,3.02
0.5440840721130371,-1.19,2.41,1.9,3.29
0.5456099510192871,-0.91,1.7,2.46,3.12
0.546781063079834,-0.64,1.58,2.7,3.19
0.5554161071777344,-0.69,1.48,2.97,3.38
0.5705471038818359,-0.8,1.35,3.33,3.68
0.5754280090332031,-0.86,1.48,3.5,3.89
0.5853769779205322,-0.84,1.4,3.49,3.85
0.5954160690307617,-0.93,1.2,3.58,3.88
0.6054940223693848,-1.06,1.25,3.66,4.01
0.6166038513183594,-1.08,1.08,3.86,4.15
0.6428771018981934,-0.84,0.9,3.95,4.13
0.6444010734558105,-0.64,0.71,3.87,3.98
0.6455731391906738,-0.44,0.41,3.83,3.87
0.6546158790588379,-0.06,0.18,3.59,3.59
0.6650180816650391,0.38,-0.11,3.33,3.35
0.6752099990844727,0.54,-0.54,3.04,3.13
0.6849770545959473,0.36,-0.81,2.78,2.91
0.6947469711303711,0.12,-0.81,2.49,2.62
0.7058749198913574,-0.06,-0.54,2.06,2.13
0.7157330513000488,-0.22,-0.96,1.7,1.96
0.7463469505310059,-0.36,-1.57,1.32,2.08
0.748197078704834,-0.48,-1.79,0.69,1.97
0.7492280006408691,-0.48,-1.74,0.12,1.8
0.7540378570556641,-0.37,-1.62,-0.35,1.69
0.7646231651306152,-0.21,-1.3,-0.86,1.57
0.7745671272277832,-0.06,-1.11,-1.26,1.68
0.784214973449707,0.25,-0.95,-1.38,1.69
0.7941150665283203,0.56,-0.76,-1.66,1.9
